participant_id,treatmentGroup,phase,trialNum,user_response,csv_ground_truth_binary,csv_ai_probability,confidence,time_sec,userID,age,gender,education,residence,healthcareQualification,completionStatus,browserInfo,screenResolution,randomizationSeed,cognitive_score,big5_conscientiousness,big5_openness,big5_neuroticism,big5_extroversion,big5_agreeableness,trial_id_key,trialType,imageID,initial_decision,decision_revised,dropdown_choice,bbox_iou,initial_confidence,post_ai_confidence,csv_ground_truth_raw,csv_ai_prediction,csv_bbox_area_pct,csv_original_image_name,csv_overlay_path,ai_confidence,ai_prediction,ai_box_x,ai_box_y,ai_box_width,ai_box_height,user_box_x,user_box_y,user_box_width,user_box_height,timestamp_unix,original_response,original_final_decision
0spcrypuvm,control,posttest,1,1.0,1,0.6798591,4.0,1.835,0spcrypuvm,26-35,female,high-school,county-seat,nurse,in_progress,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/142.0.0.0 Safari/537.36",1920x1080,280083,3,,,,,,posttest_1,posttest,/annotation/post_experiment/1.png,,,,,,,2,1,49.6552,dataset/test/2/9905863L.png,predicted/2/9905863L_gradcam.png,,,,,,,,,,,1763987595,1.0,
0spcrypuvm,control,posttest,2,0.0,1,0.90633607,4.0,1.383,0spcrypuvm,26-35,female,high-school,county-seat,nurse,in_progress,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/142.0.0.0 Safari/537.36",1920x1080,280083,3,,,,,,posttest_2,posttest,/annotation/post_experiment/2.png,,,,,,,2,1,61.6071,dataset/test/2/9700314L.png,predicted/2/9700314L_gradcam.png,,,,,,,,,,,1763987597,0.0,
0spcrypuvm,control,posttest,3,1.0,0,0.56671143,4.0,1.37,0spcrypuvm,26-35,female,high-school,county-seat,nurse,in_progress,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/142.0.0.0 Safari/537.36",1920x1080,280083,3,,,,,,posttest_3,posttest,/annotation/post_experiment/3.png,,,,,,,0,1,63.3929,dataset/test/0/9837371L.png,predicted/0/9837371L_gradcam.png,,,,,,,,,,,1763987598,1.0,
0spcrypuvm,control,posttest,4,0.0,1,0.99664152,5.0,1.308,0spcrypuvm,26-35,female,high-school,county-seat,nurse,in_progress,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/142.0.0.0 Safari/537.36",1920x1080,280083,3,,,,,,posttest_4,posttest,/annotation/post_experiment/4.png,,,,,,,3,1,68.7879,dataset/test/3/9930342R.png,predicted/3/9930342R_gradcam.png,,,,,,,,,,,1763987600,0.0,
0spcrypuvm,control,posttest,5,0.0,0,0.43237367,5.0,1.736,0spcrypuvm,26-35,female,high-school,county-seat,nurse,in_progress,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/142.0.0.0 Safari/537.36",1920x1080,280083,3,,,,,,posttest_5,posttest,/annotation/post_experiment/5.png,,,,,,,0,0,20.3105,dataset/test/0/9088396R.png,predicted/0/9088396R_gradcam.png,,,,,,,,,,,1763987602,0.0,
1aku9pt83z,treatment,baseline,1,1.0,0,0.69184428,4.0,1.84,1aku9pt83z,26-35,female,high-school,city,nurse,in_progress,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/142.0.0.0 Safari/537.36",1920x1080,313376,1,,,,,,baseline_1,baseline,/annotation/baseline/1.png,,,,,,,0,1,48.4515,dataset/test/0/9545822R.png,predicted/0/9545822R_gradcam.png,,,,,,,,,,,1763987083,1.0,
1aku9pt83z,treatment,baseline,2,1.0,0,0.03749398,3.0,27.853,1aku9pt83z,26-35,female,high-school,city,nurse,in_progress,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/142.0.0.0 Safari/537.36",1920x1080,313376,1,,,,,,baseline_2,baseline,/annotation/baseline/2.png,,,,,,,0,0,0.0,dataset/test/0/9384119R.png,predicted/0/9384119R_gradcam.png,,,,,,,,,,,1763987111,1.0,
1aku9pt83z,treatment,baseline,3,1.0,1,0.99932158,3.0,1.314,1aku9pt83z,26-35,female,high-school,city,nurse,in_progress,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/142.0.0.0 Safari/537.36",1920x1080,313376,1,,,,,,baseline_3,baseline,/annotation/baseline/3.png,,,,,,,2,1,75.3548,dataset/test/2/9076313R.png,predicted/2/9076313R_gradcam.png,,,,,,,,,,,1763987113,1.0,
1aku9pt83z,treatment,baseline,4,1.0,0,0.10200248,3.0,1.179,1aku9pt83z,26-35,female,high-school,city,nurse,in_progress,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/142.0.0.0 Safari/537.36",1920x1080,313376,1,,,,,,baseline_4,baseline,/annotation/baseline/4.png,,,,,,,0,0,6.6924,dataset/test/0/9097360R.png,predicted/0/9097360R_gradcam.png,,,,,,,,,,,1763987114,1.0,
1aku9pt83z,treatment,baseline,5,1.0,0,0.54088765,3.0,1.138,1aku9pt83z,26-35,female,high-school,city,nurse,in_progress,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/142.0.0.0 Safari/537.36",1920x1080,313376,1,,,,,,baseline_5,baseline,/annotation/baseline/5.png,,,,,,,0,1,57.8284,dataset/test/0/9397988L.png,predicted/0/9397988L_gradcam.png,,,,,,,,,,,1763987115,1.0,
1aku9pt83z,treatment,experiment,1,1.0,1,0.71629494,,32.202,1aku9pt83z,26-35,female,high-school,city,nurse,in_progress,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/142.0.0.0 Safari/537.36",1920x1080,313376,1,,,,,,experiment_1,experiment,/annotation/experiment/1.png,1.0,False,tünet,0.15370934959349594,4.0,4.0,2,1,62.7551,dataset/test/2/9028786R.png,predicted/2/9028786R_gradcam.png,0.71629494,1.0,22.0,32.0,164.0,192.0,29.0,109.0,121.0,40.0,1763987151,,1.0
1aku9pt83z,treatment,experiment,2,0.0,1,0.76771379,,171.34,1aku9pt83z,26-35,female,high-school,city,nurse,in_progress,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/142.0.0.0 Safari/537.36",1920x1080,313376,1,,,,,,experiment_2,experiment,/annotation/experiment/2.png,1.0,True,bizonytalan,,4.0,4.0,2,1,69.7545,dataset/test/2/9797850L.png,predicted/2/9797850L_gradcam.png,0.76771379,1.0,24.0,23.0,200.0,175.0,,,,,1763987425,,0.0
1aku9pt83z,treatment,experiment,3,1.0,1,0.65411919,,20.639,1aku9pt83z,26-35,female,high-school,city,nurse,in_progress,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/142.0.0.0 Safari/537.36",1920x1080,313376,1,,,,,,experiment_3,experiment,/annotation/experiment/3.png,1.0,False,tünet,0.08152839679933276,6.0,4.0,2,1,76.4648,dataset/test/2/9017876R.png,predicted/2/9017876R_gradcam.png,0.65411919,1.0,0.0,0.0,189.0,203.0,61.0,84.0,68.0,46.0,1763987445,,1.0
1aku9pt83z,treatment,experiment,4,1.0,0,0.26939705,,5.208,1aku9pt83z,26-35,female,high-school,city,nurse,in_progress,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/142.0.0.0 Safari/537.36",1920x1080,313376,1,,,,,,experiment_4,experiment,/annotation/experiment/4.png,1.0,False,bizonytalan,0.0,5.0,5.0,0,0,25.9128,dataset/test/0/9771687L.png,predicted/0/9771687L_gradcam.png,0.26939705,0.0,0.0,0.0,197.0,66.0,51.0,124.0,56.0,45.0,1763987451,,1.0
1aku9pt83z,treatment,experiment,5,1.0,0,0.21869558,,5.825,1aku9pt83z,26-35,female,high-school,city,nurse,in_progress,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/142.0.0.0 Safari/537.36",1920x1080,313376,1,,,,,,experiment_5,experiment,/annotation/experiment/5.png,1.0,False,bizonytalan,,5.0,5.0,0,0,14.5747,dataset/test/0/9631230R.png,predicted/0/9631230R_gradcam.png,0.21869558,0.0,0.0,0.0,71.0,103.0,,,,,1763987457,,1.0
1aku9pt83z,treatment,posttest,1,1.0,1,0.6798591,4.0,1.528,1aku9pt83z,26-35,female,high-school,city,nurse,in_progress,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/142.0.0.0 Safari/537.36",1920x1080,313376,1,,,,,,posttest_1,posttest,/annotation/post_experiment/1.png,,,,,,,2,1,49.6552,dataset/test/2/9905863L.png,predicted/2/9905863L_gradcam.png,,,,,,,,,,,1763987459,1.0,
1aku9pt83z,treatment,posttest,2,1.0,1,0.90633607,6.0,1.25,1aku9pt83z,26-35,female,high-school,city,nurse,in_progress,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/142.0.0.0 Safari/537.36",1920x1080,313376,1,,,,,,posttest_2,posttest,/annotation/post_experiment/2.png,,,,,,,2,1,61.6071,dataset/test/2/9700314L.png,predicted/2/9700314L_gradcam.png,,,,,,,,,,,1763987460,1.0,
1aku9pt83z,treatment,posttest,3,0.0,0,0.56671143,6.0,1.206,1aku9pt83z,26-35,female,high-school,city,nurse,in_progress,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/142.0.0.0 Safari/537.36",1920x1080,313376,1,,,,,,posttest_3,posttest,/annotation/post_experiment/3.png,,,,,,,0,1,63.3929,dataset/test/0/9837371L.png,predicted/0/9837371L_gradcam.png,,,,,,,,,,,1763987462,0.0,
1aku9pt83z,treatment,posttest,4,0.0,1,0.99664152,2.0,1.632,1aku9pt83z,26-35,female,high-school,city,nurse,in_progress,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/142.0.0.0 Safari/537.36",1920x1080,313376,1,,,,,,posttest_4,posttest,/annotation/post_experiment/4.png,,,,,,,3,1,68.7879,dataset/test/3/9930342R.png,predicted/3/9930342R_gradcam.png,,,,,,,,,,,1763987464,0.0,
1aku9pt83z,treatment,posttest,5,1.0,0,0.43237367,1.0,1.364,1aku9pt83z,26-35,female,high-school,city,nurse,in_progress,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/142.0.0.0 Safari/537.36",1920x1080,313376,1,,,,,,posttest_5,posttest,/annotation/post_experiment/5.png,,,,,,,0,0,20.3105,dataset/test/0/9088396R.png,predicted/0/9088396R_gradcam.png,,,,,,,,,,,1763987465,1.0,
