age,ai_confidence,ai_prediction,ai_shown,big5_agreeableness,big5_conscientiousness,big5_extraversion,big5_neuroticism,big5_open_mindedness,big5_timestamp,confidence,created_at,current_phase,experience_level,facet_aesthetic_sensitivity,facet_anxiety,facet_assertiveness,facet_compassion,facet_creative_imagination,facet_depression,facet_emotional_volatility,facet_energy_level,facet_intellectual_curiosity,facet_organization,facet_productiveness,facet_respectfulness,facet_responsibility,facet_sociability,facet_trust,final_confidence,final_decision,gender,ground_truth_binary,ground_truth_raw,healthcare_qualification,initial_confidence,initial_decision,iq_completed_at,iq_score,iq_time_remaining,participant_id,phase1_completed_at,phase1_video_watched,phase2_completed_at,residence,reverted_decision,school,symptom1,symptom2,treatment_group,trial_duration,trial_end_time,trial_id,trial_image,trial_image_name,trial_original_image_name,trial_start_time,user_id
23,0.8099,1,False,2.5,2.75,2.25,3.25,3.25,1770023086529,5,2026-02-02T09:04:17.035000+00:00,phase2_completed,student_4-6,2.5,2.5,2,3,4,3,5,2,4,2.5,3,2,3,2.5,2,,,male,1,2,student_4-6,,0,1770023096380,2,591,0-VRANT,1767431107479,True,1770023196135,city,,secondary,,,0,1.728,1770023111428,trial_4,9410190R.png,6.png,9410190R.png,1770023109700,0-VRANT
23,0.7431,0,False,2.5,2.75,2.25,3.25,3.25,1770023086529,3,2026-02-02T09:04:17.035000+00:00,phase2_completed,student_4-6,2.5,2.5,2,3,4,3,5,2,4,2.5,3,2,3,2.5,2,,,male,0,0,student_4-6,,1,1770023096380,2,591,0-VRANT,1767431107479,True,1770023196135,city,,secondary,,,0,2.17,1770023113761,trial_5,9243046R.png,31.png,9243046R.png,1770023111591,0-VRANT
23,,,,,,,,,,,2026-02-01T12:32:44.871000+00:00,phase1,none,,,,,,,,,,,,,,,,,,female,,,none,,,,,,1-DJNWX,,,,city,,primary,,,1,,,,,,,,1-DJNWX
23,0.8808,0,False,3.5,2.25,3.25,2.5,3.25,1770026226349,3,2026-02-02T09:55:53.281000+00:00,phase2_completed,student_4-6,3,2,5,3.5,3,3,3,2,4,2,2,4,3,3,3,,,female,1,2,student_4-6,,1,1770026235642,1,592,1-QTYRT,1767434190562,,1770026249078,budapest,,secondary,,,1,1.863,1770026242202,p2_trial_1,9138554L.png,33.png,9138554L.png,1770026240339,1-QTYRT
23,0.9996,1,False,3.5,2.25,3.25,2.5,3.25,1770026226349,5,2026-02-02T09:55:53.281000+00:00,phase2_completed,student_4-6,3,2,5,3.5,3,3,3,2,4,2,2,4,3,3,3,,,female,1,4,student_4-6,,0,1770026235642,1,592,1-QTYRT,1767434190562,,1770026249078,budapest,,secondary,,,1,1.45,1770026243893,p2_trial_2,9513860R.png,24.png,9513860R.png,1770026242443,1-QTYRT
23,0.8099,1,False,3.5,2.25,3.25,2.5,3.25,1770026226349,3,2026-02-02T09:55:53.281000+00:00,phase2_completed,student_4-6,3,2,5,3.5,3,3,3,2,4,2,2,4,3,3,3,,,female,1,2,student_4-6,,1,1770026235642,1,592,1-QTYRT,1767434190562,,1770026249078,budapest,,secondary,,,1,1.744,1770026245871,p2_trial_3,9410190R.png,6.png,9410190R.png,1770026244127,1-QTYRT
23,0.1941,0,False,3.5,2.25,3.25,2.5,3.25,1770026226349,5,2026-02-02T09:55:53.281000+00:00,phase2_completed,student_4-6,3,2,5,3.5,3,3,3,2,4,2,2,4,3,3,3,,,female,0,0,student_4-6,,0,1770026235642,1,592,1-QTYRT,1767434190562,,1770026249078,budapest,,secondary,,,1,1.36,1770026247394,p2_trial_4,9670198R.png,20.png,9670198R.png,1770026246034,1-QTYRT
23,0.8737,1,False,3.5,2.25,3.25,2.5,3.25,1770026226349,3,2026-02-02T09:55:53.281000+00:00,phase2_completed,student_4-6,3,2,5,3.5,3,3,3,2,4,2,2,4,3,3,3,,,female,0,0,student_4-6,,1,1770026235642,1,592,1-QTYRT,1767434190562,,1770026249078,budapest,,secondary,,,1,1.331,1770026248905,p2_trial_5,9623194R.png,48.png,9623194R.png,1770026247574,1-QTYRT
23,0.5845,0,True,3.5,2.25,3.25,2.5,3.25,1770026226349,5,2026-02-02T09:55:53.281000+00:00,phase2_completed,student_4-6,3,2,5,3.5,3,3,3,2,4,2,2,4,3,3,3,5,1,female,0,0,student_4-6,5,1,1770026235642,1,592,1-QTYRT,1767434190562,,1770026249078,budapest,False,secondary,nincsen,nincsen,1,7.75,1770026171699,trial_1,9156307L.png,38.png,9156307L.png,1770026163949,1-QTYRT
23,0.3816,0,True,3.5,2.25,3.25,2.5,3.25,1770026226349,6,2026-02-02T09:55:53.281000+00:00,phase2_completed,student_4-6,3,2,5,3.5,3,3,3,2,4,2,2,4,3,3,3,7,0,female,0,0,student_4-6,6,0,1770026235642,1,592,1-QTYRT,1767434190562,,1770026249078,budapest,False,secondary,nincsen,nincsen,1,6.976,1770026178905,trial_2,9400725L.png,12.png,9400725L.png,1770026171929,1-QTYRT
23,0.0415,0,True,3.5,2.25,3.25,2.5,3.25,1770026226349,6,2026-02-02T09:55:53.281000+00:00,phase2_completed,student_4-6,3,2,5,3.5,3,3,3,2,4,2,2,4,3,3,3,6,1,female,0,0,student_4-6,6,1,1770026235642,1,592,1-QTYRT,1767434190562,,1770026249078,budapest,False,secondary,nincsen,nincsen,1,6.545,1770026185665,trial_3,9656070R.png,10.png,9656070R.png,1770026179120,1-QTYRT
23,0.0539,0,True,3.5,2.25,3.25,2.5,3.25,1770026226349,7,2026-02-02T09:55:53.281000+00:00,phase2_completed,student_4-6,3,2,5,3.5,3,3,3,2,4,2,2,4,3,3,3,6,1,female,1,3,student_4-6,7,1,1770026235642,1,592,1-QTYRT,1767434190562,,1770026249078,budapest,False,secondary,nincsen,nincsen,1,5.439,1770026191378,trial_4,9546643R.png,44.png,9546643R.png,1770026185939,1-QTYRT
23,0.8737,1,True,3.5,2.25,3.25,2.5,3.25,1770026226349,3,2026-02-02T09:55:53.281000+00:00,phase2_completed,student_4-6,3,2,5,3.5,3,3,3,2,4,2,2,4,3,3,3,5,1,female,0,0,student_4-6,3,1,1770026235642,1,592,1-QTYRT,1767434190562,,1770026249078,budapest,False,secondary,nincsen,nincsen,1,7.368,1770026198959,trial_5,9623194R.png,48.png,9623194R.png,1770026191591,1-QTYRT
,,,,,,,,,,,2026-02-01T16:21:23.889000+00:00,phase1,,,,,,,,,,,,,,,,,,,,,,,,,,,,1-UEH48,,,,,,,,,1,,,,,,,,1-UEH48
