age,ai_confidence,ai_prediction,ai_shown,big5_agreeableness,big5_conscientiousness,big5_extraversion,big5_neuroticism,big5_open_mindedness,big5_timestamp,confidence,created_at,current_phase,experience_level,facet_aesthetic_sensitivity,facet_anxiety,facet_assertiveness,facet_compassion,facet_creative_imagination,facet_depression,facet_emotional_volatility,facet_energy_level,facet_intellectual_curiosity,facet_organization,facet_productiveness,facet_respectfulness,facet_responsibility,facet_sociability,facet_trust,final_confidence,final_decision,gender,ground_truth_binary,ground_truth_raw,healthcare_qualification,initial_confidence,initial_decision,iq_completed_at,iq_score,iq_time_remaining,participant_id,phase1_completed_at,phase1_video_watched,phase2_completed_at,residence,reverted_decision,school,symptom1,symptom2,treatment_group,trial_duration,trial_end_time,trial_id,trial_image,trial_image_name,trial_original_image_name,trial_start_time,user_id
16,0.0496,1,False,4,2.83,3.75,3.67,4.67,1770285756770,7,2026-02-05T09:59:21.145000+00:00,phase1_completed,none,5,4.75,3,4,4.25,3,3.25,4.25,4.75,2.75,2.25,3.75,3.5,4,4.25,,,female,0,0,none,,1,1770285976636,0,385,0-YLHX6,1770286615272,True,,budapest,,secondary,,,0,3.777,1770286323371,trial_17,9023935L.png,41.png,9023935L.png,1770286319594,0-YLHX6
16,0.9625,1,False,4,2.83,3.75,3.67,4.67,1770285756770,7,2026-02-05T09:59:21.145000+00:00,phase1_completed,none,5,4.75,3,4,4.25,3,3.25,4.25,4.75,2.75,2.25,3.75,3.5,4,4.25,,,female,1,3,none,,1,1770285976636,0,385,0-YLHX6,1770286615272,True,,budapest,,secondary,,,0,5.942,1770286329714,trial_18,9037494R.png,31.png,9037494R.png,1770286323772,0-YLHX6
16,0.8709,1,False,4,2.83,3.75,3.67,4.67,1770285756770,4,2026-02-05T09:59:21.145000+00:00,phase1_completed,none,5,4.75,3,4,4.25,3,3.25,4.25,4.75,2.75,2.25,3.75,3.5,4,4.25,,,female,1,2,none,,1,1770285976636,0,385,0-YLHX6,1770286615272,True,,budapest,,secondary,,,0,11.59,1770286341842,trial_19,9354156R.png,6.png,9354156R.png,1770286330252,0-YLHX6
16,0.5533,0,False,4,2.83,3.75,3.67,4.67,1770285756770,4,2026-02-05T09:59:21.145000+00:00,phase1_completed,none,5,4.75,3,4,4.25,3,3.25,4.25,4.75,2.75,2.25,3.75,3.5,4,4.25,,,female,0,0,none,,1,1770285976636,0,385,0-YLHX6,1770286615272,True,,budapest,,secondary,,,0,19.981,1770286141386,trial_2,9261557L.png,23.png,9261557L.png,1770286121405,0-YLHX6
16,0.8107,0,False,4,2.83,3.75,3.67,4.67,1770285756770,3,2026-02-05T09:59:21.145000+00:00,phase1_completed,none,5,4.75,3,4,4.25,3,3.25,4.25,4.75,2.75,2.25,3.75,3.5,4,4.25,,,female,0,0,none,,1,1770285976636,0,385,0-YLHX6,1770286615272,True,,budapest,,secondary,,,0,13.285,1770286355474,trial_20,9870268R.png,26.png,9870268R.png,1770286342189,0-YLHX6
16,0.4903,1,False,4,2.83,3.75,3.67,4.67,1770285756770,7,2026-02-05T09:59:21.145000+00:00,phase1_completed,none,5,4.75,3,4,4.25,3,3.25,4.25,4.75,2.75,2.25,3.75,3.5,4,4.25,,,female,1,4,none,,1,1770285976636,0,385,0-YLHX6,1770286615272,True,,budapest,,secondary,,,0,24.471,1770286380347,trial_21,9311154L.png,39.png,9311154L.png,1770286355876,0-YLHX6
16,0.5823,0,False,4,2.83,3.75,3.67,4.67,1770285756770,6,2026-02-05T09:59:21.145000+00:00,phase1_completed,none,5,4.75,3,4,4.25,3,3.25,4.25,4.75,2.75,2.25,3.75,3.5,4,4.25,,,female,1,2,none,,1,1770285976636,0,385,0-YLHX6,1770286615272,True,,budapest,,secondary,,,0,3.101,1770286383746,trial_22,9008884R.png,20.png,9008884R.png,1770286380645,0-YLHX6
16,0.6057,0,False,4,2.83,3.75,3.67,4.67,1770285756770,6,2026-02-05T09:59:21.145000+00:00,phase1_completed,none,5,4.75,3,4,4.25,3,3.25,4.25,4.75,2.75,2.25,3.75,3.5,4,4.25,,,female,1,2,none,,1,1770285976636,0,385,0-YLHX6,1770286615272,True,,budapest,,secondary,,,0,6.852,1770286390938,trial_23,9606955R.png,11.png,9606955R.png,1770286384086,0-YLHX6
16,0.9663,1,False,4,2.83,3.75,3.67,4.67,1770285756770,7,2026-02-05T09:59:21.145000+00:00,phase1_completed,none,5,4.75,3,4,4.25,3,3.25,4.25,4.75,2.75,2.25,3.75,3.5,4,4.25,,,female,1,3,none,,1,1770285976636,0,385,0-YLHX6,1770286615272,True,,budapest,,secondary,,,0,9.378,1770286400643,trial_24,9056326L.png,19.png,9056326L.png,1770286391265,0-YLHX6
16,0.5532,0,False,4,2.83,3.75,3.67,4.67,1770285756770,7,2026-02-05T09:59:21.145000+00:00,phase1_completed,none,5,4.75,3,4,4.25,3,3.25,4.25,4.75,2.75,2.25,3.75,3.5,4,4.25,,,female,0,0,none,,1,1770285976636,0,385,0-YLHX6,1770286615272,True,,budapest,,secondary,,,0,6.895,1770286407874,trial_25,9043461L.png,34.png,9043461L.png,1770286400979,0-YLHX6
